,Screen_name,Text,Location,Sentiment,Latitude,Longitude
3286,DWilbur3,(+) @tommms @piersmorgan He's been highly and publicly critical of the covid-19 handling byDT....,"Connecticut, USA",+,41.6500201,-72.7342163
3288,DailyMirror,(-) Mum who got Covid-19 twice thinking she was immune warns second time is just as bad,UK,-,54.7023545,-3.2765753
3289,FujiiPonta,(-) AFP Fact Check: A Facebook post describing a person in Canada who was allegedly diagnosed with Covid-19 after cancelling a swab appointment is circulating online amid claims that the number of infections is inflated.,"Tokyo, Japan",-,34.6968642,139.4049033
3290,freshpangolin,(+) Here is the man that; Signed no international deal Didn't win coveted 2020 Nobel Peace Prize Failed to reign in Coronavirus Covid-19 causing hundreds of thousands of deaths Promised October covid vaccine that never came Crushed the economy Failed disastrously to win second term,London/Kampala,+,0.2865214,32.5855878
3291,SoCalRealist,"(+) @stevehi19965240 @newsbreakApp Jaden posseses a plethora of skills/talents. He also does a lot of nonprofit &amp; outreach work, probably more than any of u have ever done. Jaden takes COVID-19 seriously; He regularly self-quarantines 2 prevent possible asymptotic transmission. Lastly, physical abuse (smack) is 👎🏾","Los Angeles, CA",+,34.054935,-118.244476
3292,Susweca2,(-) I made a lovely batch of chicken soup in my slow cooker. If it weren't for covid-19 on come there and feed you some!,Earth,-,34.2331373,-102.4107493
3293,Joseph_Covfefe,(+) Voter Fraud in Minnesota is more rampant than Covid-19,"Cranberry Twp, Pa",+,40.71067515,-80.1048606312172
3294,AdvocateKids,"(+) In a world already filled with screens and screen time, COVID-19 has meant even more hours in front of computers, televisions and smart phones for many people across all ages. Follow these tips to manage screen time.",Illinois,+,40.0796606,-89.4337288
3295,SafeDestinatio1,"() Kosovo Travel Advisory On November 6, 2020 - of information on the announcement of temporary measures to control the spread of COVID-19 which come into effect from 8pm on 6 November (‘Coronavirus’…",Canada,,61.0666922,-107.9917071
3296,SafeDestinatio1,"(+) Norway Travel Advisory On November 6, 2020 - to information on entry rules in Norway in response to COVID-19 ('Entry requirements' page). New information on advice from the Norwegian government to avoid…",Canada,+,61.0666922,-107.9917071
3298,TheO530CarrisPT,(-) The fact that U.S. states (which have just a fraction of the population of some European countries) have such large amount of cases is really shocking. This showcases how Trump doesn't care about CoVID-19 at all.,"Global - Lisbon, Portugal",-,38.7504048,-9.2050523
3299,slicknichobbs,() BREAKING NEWS: Monstropolis is in final testing stages of a possible COVID-19 vaccine,"Tennessee, USA",,35.7730076,-86.2820081
3301,jeremy_hume,"(+) @ByronCalloway1 The 'new normal', in which Boris J dictates how many humans you can peacefully interact with, is dystopian. Am I the only one who is genuinely more worried about government overreach than COVID-19 (which has a 99.5%+ recovery rate)? The UK is no longer a free country.",Oxford,+,51.7520131,-1.2578499
3302,Honolulu_Patch,(+) State Releases New Details On Where COVID-19 Is Spreading In Hawaii,"Honolulu, HI",+,21.304547,-157.8556764
3303,mamabearcara143,"(+) Rep. Matt Gaetz, a top Trump ally, has COVID-19 antibodies - Business Insider",United States,+,39.7837304,-100.4458825
3304,mikeb66606296,() @mattgaetz Did Nestor give you Covid-19 orally??,"Toronto, Ontario",,43.653963,-79.387207
3305,cloesti,() @meganranney @DrJenGunter Mark Meadows shaking off some Covid-19 on his peeps.,"Ann Arbor, MI",,42.2681569,-83.7312291
3306,memims,"(+) The effects of Covid-19 are hitting the likelihoods of vulnerable communities, like farmers in Kenya. 62% of farmers had to use savings &amp; 43% had to borrow (among other options) to cope. How long is it sustainable? These communities need access to more &amp; better forms of support.","Stockholm, Sweden",+,59.3251172,18.0710935
3307,ursahibernicis,(+) @brianstelter @ChrisCuomo He should probably keep his trap shut. How New York’s missteps let Covid-19 overwhelm the US,Northern New England,+,53.7500837,-1.75359688452812
3308,krinhoh,"(-) Another child may have died of COVID-19 because TX made her go back to kindergarten. When this is done, there needs to be a museum dedicated to this year. I want the names of every single person who died from COVID-19 there. AND THE DETAILS OF WHO THEIR DEATHS TIE BACK TO.",So Cal,-,-33.8309062,151.2213858
3309,LawrenceGilder,(+) @katy92200535 @pleased2bme There was 17 additional deaths (on top of the 413) that were not reported today who died within 29-60 days of a test. The 28-day count is actually over-reporting deaths of COVID-19 in recent weeks as found by the ONS.,"England, United Kingdom",+,52.7954791,-0.540240286617432
3310,HnaXie,"(+) While John is busy with the supposed specter of *socialism* Texas has reached 1 million Covid-19 cases. When are you going to start working for the health and safety of your constituents, @JohnCornyn? #GOPIsKillingUs","Austin, TX",+,30.2711286,-97.7436995
3311,MarketingLml,(+) Today’s coronavirus news: Ontario reports highest number of new cases ever; health measures in Ontario ease up in several COVID-19 hot spots; Ontario’s new tiered system takes effect via @torontostar,"Toronto, Canada",+,43.653963,-79.387207
3312,stupidsequel,(+) @ChuckWendig That adult book store has better COVID-19 controls than the White House.,"Florida, USA",+,27.7567667,-81.4639835
3314,canisgallicus,() A day in the Life ... during Ireland's second Lockdown introduced Midnight 23rd October 2020: COVID-19 has its stranglehold on the people of the global landmass; it is a virus that has the potential to kill especially those who are eld via @canisgallicus,Dublin,,53.3497645,-6.2602732
3315,wufandmew,() The Science Is Not Settled on COVID-19 Guidelines via @Heritage,USA,,39.7837304,-100.4458825
3316,Wa_Sab_,"(+) A group from California studied whether data from wearable sensors (combined with symptom self-reporting) could predict COVID-19 positive vs. negative cases in symptomatic users. Interestingly, the data used included RHR and sleep, but not O2 sats.",Boston,+,42.3602534,-71.0582912
3317,REMO_KingsCty,"(+) 2020-11-07 N.S. reports 4 new COVID-19 cases; possible exposure at Dollarama, WestJet flight","Wolfville, Nova Scotia",+,45.091225,-64.3644923
3318,oh_inhwan,(+) @tbrue1 The Moon admin quickly approved the development and production of testing kits as soon as China publicized the genetic sequence of COVID-19 in late January and epidemiologists/officials were also sort of prepared to not repeat the same mistake in 2015.,"Boston, MA",+,42.3602534,-71.0582912
3319,KerryA_,"(+) If you want to see what has happened with the COVID-19 pandemic in the US, this documentary is worth watching.",Canuck,+,49.2035143,-108.2218082
3320,HiltonNursingP,"() NHS Volunteer Responders has been set up by NHS England and Royal Voluntary Service, in partnership with GoodSam, to support the NHS and the care sector during the COVID-19 pandemic. Registration is now open for NHS Volunteer Responders.","Ashford, England",,51.148555,0.8722566
3321,romancingAndrea,(+) Matt Gaetz and Mark Meadows both testing positive for COVID-19 just has me having alllll the flashbacks of Donald Trump threatening to kiss many of the men at his rallies after he recovered ....,"Seattle, Washington",+,47.6038321,-122.3300624
3322,gamer9788,() EVERYONE EVERYWHERE URGENTLY NEEDS TO SEE THIS! The COVID-19 Genocide of 2020 via @BitChute,United States,,39.7837304,-100.4458825
3323,landrypg,() PIORITY NO 1 of POTUS 45 ! His golf day. 242 339 death of COVID-19 ! #TrumpMeltdown,Montréal,,45.4972159,-73.6103642
3324,TreeforBoston,() Nova Scotia is dedicating this tree to health-care workers to honour both Boston’s response after the Halifax Explosion and those who are working on the frontlines during the COVID-19 pandemic: 3/3,Nova Scotia,,45.1955867,-63.1658939
3325,kev_n_r,"(+) ""For the first time, Canadian health officials are officially recognizing that COVID-19 can spread through tiny droplets known as aerosols that can linger in the air..."" ... but they're doing nothing about it. #irresponsable #cdnpoli #covid19Canada","Sudbury, Ontario, Canada",+,46.49272,-80.991211
3328,UltimateWines,"() @realDonaldTrump - COVID-19 hasn’t disappeared after the election, but you’re about to. #ByeDon2020","California, USA",,36.7014631,-118.7559974
3329,yanganada,() 🔥🔥🔥 fucken COVID-19,Kimberley/PE,,47.2079352,-1.5709441
3330,tanacan71,(+) @mattgaetz Is the fever from covid-19 causing hallucinations? Better drink some bleach and get some ultraviolet light therapy asap. Hope you feel better soon. 😷,"Ellenboro, NC",+,35.3290128,-81.7587106
3331,WHO13news,"(+) 14 More COVID-19 Deaths and 4,249 New Cases in Iowa","Des Moines, Iowa",+,41.5910641,-93.6037149
3332,WendyBH2013,(+) As a county employee primarily responsible for counting &amp; reporting Covid-19 cases &amp; deaths and even though media &amp; public scrutiny of my job has been intense this year—my thoughts are with the county employees counting &amp; reporting votes. #Pennsylvannia #georgia #arizona #nevada,Southern California,+,34.0224149,-118.286344073446
3333,DecxaMx,(-) Temporary support for unemployed people due to COVID-19 in Veracruz,Xalapa,-,19.5274085,-96.9238793
3335,InstantConnect1,() Team Identification Helps Support Health Care Worker Wellness During COVID-19 Pandemic #Wellness via,Australia,,-24.7761086,134.755
3336,RajeevJayadevan,"(+) In Japan, new COVID-19 cases cross 1000 for the first time in 75 days.",Cochin,+,53.07875,-108.3365978
3337,Dockaysworld,(+) Jubilation as Plateau state research team set to cure COVID-19 after reporting ‘tremendous success’ in trials [photos],"Benin, Nigeria",+,6.3330586,5.6221058
3339,biobuffs,() Disinfection Protocols in the Age of Covid-19,"Scottsdale, AZ",,33.5091215,-111.8992365
3340,pzankowski,() Reading @beckershr Next week could bring dire COVID-19 hospitalization records,"Maryland, USA",,39.5162234,-76.9382069
3341,GoogleMyrna,(+) COVID-19 and the Most Litigated Presidential Election in Recent U.S. History: How the Lawsuits Bre via @frontlinepbs,FL,+,27.7567667,-81.4639835
3342,mahadeva20171,(+) @Slate GENOCIDE from COVID-19 Who is responsible? Why is it not Ok to follow the advice of best Medical Experts in the World like Dr. Fauci? FOLLOW SCIENCE -SAVE LIVES STOP THE CULT,"Bengaluru, AND Washington DC",+,39.0630266,-76.8374776121725
3346,libang_alo,() COVID-19 UPDATE DATED: 07/11/2020,Itanagar Arunachal Pradesh,,27.1018415,93.6292125
3347,tedtheotheodoro,"() let's count the people who died of covid-19 in the usa, maybe you have a chance","Porto Alegre, Brasil",,-30.0324999,-51.2303767
3349,KellyRocheleau,(+) ICYMI. The Aurora-based private college said Friday it is extending its pause on in-person classes and on-campus activities after 5 more people tested positive for COVID-19. Wells College delays reopening campus after more COVID-19 cases via @the_citizen,"Auburn, New York",+,42.9320202,-76.5672029
3350,angelovalidiya,(+) @Watertankkitty @disclosetv Positive PCR test is not case. There is increase in tests not increase in death rate which is the same from long time. Hospital admissions decreasing. ICU beds are full but not with COVID-19 patients so check data &amp; don't tweet BS,Milky Way,+,52.3647777,4.88107302672596
3351,thesteviecobain,(+) Thinking about my cousin who said covid-19 would end once the election was over. Wonder how they’re doing right now.,"Indianapolis, IN",+,39.7683331,-86.1583502
3352,RileyAlexisP,"(-) @jonkarl @Yamiche @realDonaldTrump If only that would have been their approach for I don't know, the last 10 fucking years, we wouldn't be where we are today. With the dipshit golfing while the were 130k Covid-19 infections and 1100+ deaths yesterday.","San Clemente, CA",-,33.4270275,-117.6124179
3354,SafeDestinatio1,"() Romania Travel Advisory On November 6, 2020 - to information on COVID-19 restrictions in Romania (‘Coronavirus’ page)",Canada,,61.0666922,-107.9917071
3355,theresaboyle,"(+) Winter will help COVID-19 spread more easily, experts say - here's what they suggest you do about it - CBC","Toronto, Ontario, Canada",+,43.653963,-79.387207
3356,chris0s,"(-) @angie_rasmussen @DeepInTheHills Wait, you mean COVID-19 ISN’T just a Democratic hoax?",Washington DC,-,38.8949549,-77.0366456
3357,RMadiba,(+) Casemiro and Hazard tested positive for COVID-19,South Africa,+,-28.8166236,24.991639
3358,jeremy_hume,"(+) @catrinmedievans @piersmorgan The 'new normal', in which Boris Johnson dictates how many humans you can interact with, is dystopian. Our country has become a police state. Am I the only one who is genuinely more worried about government overreach than COVID-19 (which has a 99.5%+ recovery rate)?",Oxford,+,51.7520131,-1.2578499
3359,h24news_ie,"(+) The rate of people that are dying, being admitted to ICUs and being admitted to hospital due to Covid-19 is far below the first peak of the virus, the latest CSO statistics have revealed #IrishNews #Health",Dublin,+,53.3497645,-6.2602732
3360,erhemantshukla,(+) I am proud to have contributed to India's fight against COVID-19 by donating to #PMCARES. Join the movement &amp; contribute at ..! #IndiaFightsCorona,"Ahmedabad, Gujarat, India",+,23.0216238,72.5797068
3361,Perry_Tonin,(+) Perfect. Biden to announce COVID-19 task force Monday,in my head,+,18.3441219,-65.0254271
3362,crutchfoot,"(+) Texas hits 1 million Covid-19 cases, the most in the nation - NBC News via @GoogleNews"," Tennessee , USA ",+,35.7730076,-86.2820081
3363,boldbizcoach,"(+) #trump administration is a disaster! White House chief of staff Mark Meadows, Trump aide test positive for Covid-19","California, USA",+,36.7014631,-118.7559974
3364,TheFrontierPost,() Biden to announce COVID-19 task force Monday,"Peshawar, Pakistan",,34.0123846,71.5787458
3365,MRH_1984,"(-) ""Manitoba public health officials say they have the ability to triple the number of critical care beds in the province"" Manitoba outlines emergency plan in case of extreme COVID-19 surge",Canada,-,61.0666922,-107.9917071
3366,hamphill108,(-) What's behind the big increase in COVID-19 cases?,Los Angeles California,-,34.1430079,-118.14176172581
3367,Oldies1009,"(+) COVID-19 update: 1,132 new cases of #Coronavirus in #Ontario #COVID19","Brighton, Ontario",+,44.032587,-77.733484
3368,Hydra_Labs,"() Informative article Europe #CannabisMarket Forecast to 2027 - COVID-19 Impact and Regional Analysis By Product Type | Application | Compound, and Country. Report released by @ReportLinker #cannabis #medicalcannabis","Lisbon, Portugal",,38.7077507,-9.1365919
3369,danieltheman24,(+) Covid-19 crisis: The new faces of poverty in France via @FRANCE24,South Africa KZN ,+,-28.503833,30.8875009
3370,LBOskiBear,(-) @margotroosevelt @latimes Let us not forget that @MarkMeadows not wearing a mask isn't likely the cause of him contracting COVID-19 but is definitely the cause of him passing it along to others and needlessly endangering lives. This is the callousness of @GOP and the ULTIMATE LOSER @realDonaldTrump,"Long Beach, CA",-,44.4567705,-78.7359702
3371,winsofbrits,() BIDEN TRUMP WON ELECTION LOST SHARPIES FRAUD ARIZONA COVID-19 5G ISIS BALLOTS,Worldwide ,,53.5120412,-2.2434612
3372,KarenButler97,"(+) Of all the crazy things COVID-19 has made me resort to, I never thought it would make me voluntarily go running 😂 Now more than ever it's important to support organisations struggling with more demand than ever thanks to ongoing restrictions","Galway, Ireland",+,53.2744122,-9.0490632
3373,IPFdoc,"() A systematic review of Anakinra, Sarilumab, Siltuximab with meta-analysis of Tocilizumab for Covid-19 | medRxiv. A hint that Toc is doing something? Can’t wait for RECOVERY ⁦@PeterHorby⁩ ⁦@leticiakawano⁩ ⁦@davidlederer⁩",Nottingham,,52.9534161,-1.1492773
3374,onewendy,(+) @piersmorgan Covid-19 is clearly zootic #goodword!,Europe,+,51.0,10.0
3376,AtulkumarKhude,"(+) Congratulations to @ISRO on successful launch of EOS-01 and 9 international satellites from USA, Luxembourg and Lithuania. This important launch amidst crises caused by COVID-19 reflects the capability, perseverance and resilience of our scientists and engineers.","Khandala, India",+,21.3469486,79.3930965122662
3377,KelsoJean,"(+) While we’re just throwing lawsuits around-can we file a lawsuit against Trump? He claimed that COVID-19 would magically disappear after 11/3, so I need him to explain how over 100,000 tested positive yesterday including my step-dad.",Los Angeles,+,34.054935,-118.244476
3378,ksatnews,(-) Bexar County Judge Nelson Wolff tests negative for COVID-19 following recent exposure,"San Antonio, TX",-,29.4246002,-98.4951405
3379,BitcoinNYSC,"() As COVID-19 takes its toll on the world’s #economies, governments, central #banks, and #financial institutions across the world are examining the vulnerabilities that can lead to crises like the current one.",Blockchain,,13.934226,121.6069019
3380,CastanetKam,(+) Bloc Quebecois MP Alain Therrien tests positive for COVID-19,"Kamloops, British Columbia",+,50.6758269,-120.3394159
3382,NextEditionNews,"(+) Real Madrid Say Casemiro, Hazard Test Positive For COVID-19",Nigeria,+,9.6000359,7.9999721
3383,gotowebsecurity,() Mandryk: COVID-19 on Sask.'s doorstep exposes our vulnerability by @TheStarPhoenix #skpoli,"Bengaluru, India",,12.9791198,77.5912997
3384,svmagoo,() Are you kidding to donate to Kelly Loeffler. Doesn’t she have enough money from the stock market since her husband and Loeffler sold millions of dollars in stocks amid the COVID-19 pandemic,"Pueblo, CO",,4.3459804,-69.8534736
3386,BlefeldMauri,() You can still sell your home during the COVID-19 pandemic. Ask me how. MauriBlefeld #Realtor #DaltonWadeRealEstate #gettingyourealresultsforallyourrealestateneeds #9419936681 #maurisellssarasota,"Sarasota, Florida",,27.3364347,-82.5306527
3387,Sosscopemedia,() Denmark to kill 15 Million Mink to Stop COVID-19 Spread to Humans via @sosscope,Abuja,,9.0643305,7.4892974
3388,GivensViolins,"(+) Givens Violins is equipped with a new indoor air cleaning system called Global Plasma Solutions. To read more about our COVID-19 preparedness both in-store and curbside, visit our website.","Minneapolis, MN",+,44.9772995,-93.2654692
3389,Latesttrending2,() ‘Open for business’ theme runs through Doug Ford’s COVID-19 budget,"Kolkata, India",,22.5677459,88.3476023
3390,astrogoodwin,"() The riskiest activities linked to COVID-19 infection, from sharing a car to having a 30-minute conversation","Las Vegas, NV",,36.1662859,-115.149225
3391,MathildeMignot,(+) How ocean states can benefit from a ‘blue recovery’ from COVID-19 - Interesting analysis on benefits across nature and energy-based ocean activities #sustainableinvestment #oceans #climateaction,Paris,+,48.8566101,2.3514992
3392,TheAvondhu,() Diary of a Fermoy Teen during Covid-19 via @TheAvondhu @GrahamJClifford #COVID19ireland,"Mitchelstown, Co Cork, Ireland",,52.2661629,-8.2708001
3393,twwilliams,"(-) If you could design a plan for how to do the worst job possible with COVID-19, Flathead County would still figure out some way to do even worse.","Helena, MT",-,46.592712,-112.036109
3395,toyardie,() @briantylercohen Yeah where the hell is Bill Barr... Maybe you covering from Covid-19,"Toronto, Canada",,43.653963,-79.387207
3396,mariebiscuitsz,(+) You know when you say everything is under control but in reality inside your head basically everything is spiralling out of control and you're gradually drifting to insanity? Yeppp that's our government with covid-19 at the moment Everything is okay 😭,Not Sri Lanka,+,7.5667408,79.9978677
3397,paknews,() Global report: South Korea trials QR codes for Covid-19 tracing - #coronavirus #south_korea,Pakistan,,30.3308401,71.247499
3398,TamaraUmmHafsa,"(+) Check out ""The impact of covid-19 on the early years childcare market in England"" @EventbriteUK","Birmingham, England",+,52.4775396,-1.894053
3399,calgarynews,"() What you need to know about COVID-19 in Alberta on Saturday, Nov. 7","Calgary, Alberta",,51.0534234,-114.0625892
3400,Ron51664060,"(+) Joe wins: The environment wins, global security and America's image wins. Covid-19 has an adversary , not an ally. Black lives will matter, and law and order will regain credibility. It's a busy agenda, but there will be change...best of luck, sir.",Ontario,+,50.000678,-86.000977
3401,EarnestBadger,"(-) If I was @JoeBiden, I don't think I'd be in a rush to move into the hotbed of Covid-19 that is the WH until long after the inauguration. #WHSuperspreaders","California, USA",-,36.7014631,-118.7559974
3402,jamilarif,(+) COVID-19 PAKISTAN | Second Wave 🚨 | 6th Nov -&gt; Most Cases in Pakistan since Jul 22 -&gt; Most Cases in Islamabad since Jun 20 -&gt; Most Cases in Sindh since Jul 29 -&gt; Most Cases in Punjab since Jul 21 -&gt; 6th Consecutive Day with 1000+ Cases #COVID19 #coronavirus,Pakistan,+,30.3308401,71.247499
3404,artworks_jane,"(-) Winter Registration is Open! Spots are limited due to Covid-19 so register in advance 😊 @ Toronto, Ontario",238 Jane Street Toronto ,-,43.65500405,-79.4870043
3405,ChrisBlender,"(-) Kids, choose a career in the public sector. Running a business is for suckers. #cdnecon Payroll taxes, CPP rates to rise as COVID-19 pandemic cuts into revenues, profit margins","Calgary, Alberta",-,51.0534234,-114.0625892
3406,DurhamRadioNews,"(+) Province reports 1,132 new COVID-19 cases and 11 deaths on Saturday",Durham Region,+,44.1563978,-79.0187824898356
3407,AdsMarketingMix,(+) 3 Buyer Insights to Consider When Engaging B2B Buyers In a COVID-19 World Accelerant. A word we are beginning to hear and see more often. It is being used to describe the effects…,bensalem pa.,+,40.10276155,-74.9321395088034
3408,salvasapedraza,"(-) Telework Before Illness Onset Among Symptomatic Adults Aged ≥18 Years With and Without COVID-19 in 11 Outpatient Health Care Facilities — United States, July 2020.",Girona,-,41.9793006,2.8199439
3409,jack75561530,(-) @marklevinshow what is so strange did Democrat stop singing the famous song COVID-19 COVID-19 COVID-19 COVID-19 COVID-19 maybe shit that should produce a record and sell it and Kovac 19 COVID-19 make me sick and tired to listen to it,"Toronto, Ontario",-,43.653963,-79.387207
3410,JournalistSuaib,() Report by Me and @Aakaaanksha for @ians_india India's largest COVID-19 hospital reeling under weight of soaring cases @ArvindKejriwal @MoHFW_INDIA @WHO @SatyendarJain,India,,22.3511148,78.6677428
3411,imjeganG,(+) Four more COVID-19 related deaths have been recorded in Sri Lanka. Coronavirus death toll increases to 34. #lka #COVID19LK #COVID19,Sri Lanka,+,7.878,80.7038245875
3412,lexingtonsuper,"(+) Completely agree that in-person learning makes a difference for so many of our children and school systems need to make it a priority, but timing is everything. Why make this announcement right now at the height of the COVID-19 surge?","Lexington, Massachusetts",+,42.4473175,-71.2245003
3413,ninayrmt,"(+) 2020 STRUGGLES -Tested POSITIVE for COVID-19 THRICE IN THREE DIFFERENT MONTHS -My parents were sick most of the time -Been financially broke bc of hospital bills -Dx with UROLITHIASIS -Dx with Grade 2 Scratch(Dog's Scratch) But hey, I'm still here fighting despite of this all!","San Luis, Batangas",+,13.8585395,120.916339
3414,ACLU_DC,"(+) With concerns over COVID-19 and protestors rights increasing in the District, ACLU-DC is committed to making sure that your civil rights and liberties remain intact. Please fill out this survey to help inform our work going forward.","Washington, DC",+,38.8949549,-77.0366456
3416,mtlgazette,"(+) Quebec registers 1,234 new COVID-19 cases, 29 more deaths","Montreal, QC",+,45.4972159,-73.6103642
3417,SafeDestinatio1,"() Taiwan Travel Advisory On November 6, 2020 - to information on COVID-19 test requirements for all travellers entering Taiwan from overseas (‘Entry requirements’ page)",Canada,,61.0666922,-107.9917071
3419,zZ_King,(+) Finally this Trump experiment is over. Let’s get some solid leadership in right now and get rid of this COVID-19 situation,Boston,+,42.3602534,-71.0582912
3420,SchofieldStuart,"(+) @piersmorgan And of the 413 deaths, how many are confirmed covid-19 deaths? This statistic is misleading because of these 413, they may of had covid but could of died in a accident, or through natural causes!!","Manchester, UK",+,53.4791301,-2.2441009
3421,1953_info,"(-) @EmmMacfarlane In Atlantic Canada, we've been in a bubble since March. Strict rules for those coming back into the bubble. Covid-19 is basically gone. Just about everything is open for business. We listened to health authorities. Is that hard to do or you just don't care?","Nouveau-Brunswick, Canada",-,46.500283,-66.750183
3422,TwentyTwentyUSA,(+) Covid-19 - Confirmed Cases - 11/07/2020... Confirmed cases include presumptive positive cases. Active cases = total confirmed - total recovered - total deaths. Updated once daily...publicly available data...multiple sources... do not always agree.,United States of America,+,39.7837304,-100.4458825
3423,rachelreynoldsx,"(-) @SubwayListens 1 I work within a hospital and a patients order via Uber eats was cancelled with no refund as we couldn’t find the driver. Patients aren’t allowed to leave our ward due to COVID-19 and immunosuppression, 2 members of staff couldn’t find the driver and he didn’t","Lytham St. Annes, England",-,53.7485046,-2.9990745
3424,theobserver,(+) State health officials reported the highest single-day total of new COVID-19 cases on Friday. Former N.C. Congressman Mark Meadows tests positive for the coronavirus.,"Charlotte, NC",+,35.2270869,-80.8431268
3425,KarenButler97,"(+) Of all the crazy things COVID-19 has made me resort to, I never thought it would make me voluntarily go running 😂 Now more than ever it's important to support organisations with more demand than ever thanks to ongoing restrictions #AwareChristmas5k","Galway, Ireland",+,53.2744122,-9.0490632
3426,pfminy,() MIT researchers use physics technology to develop rapid COVID-19 test #covid19,"New York, NY",,40.7306458,-73.9866136
3427,alfabeto,(+) ✓ Why Is COVID-19 a Great Time to Invest in Business Digital Marketing? #news #SNRTG ➣➣➣,USA,+,39.7837304,-100.4458825
3428,Jordan9ja,"(+) Casemiro, Hazard Test Positive For COVID-19",Earth. ,+,34.2331373,-102.4107493
3429,rvonsosen,() UCLA nurses seek timely notification for frontline workers exposed to COVID-19,"Danville, CA",,45.785278,-72.0158562
3430,jagjit_singh11,(+) I am proud to have contributed to India's fight against COVID-19 by donating to #PMCARES. Join the movement &amp; contribute at ..! #IndiaFightsCorona,"Sitamarhi, India",+,26.666667,85.5
3431,Aldeenor,"(+) @maejoeduo @rowanromano @farhanzulkefly @fahmi_fadzil NEW Covid-19 SOP =============== 1. Vote against the Budget 2021 2. Change government, New PM 3. Brand New Budget @umnoonline @PPBMofficial @p_warisansabah @PartiAmanah @dapmalaysia @KEADILAN @PASPusat",Mongolia,+,46.8250388,103.8499736
3432,AstroAmigo,"(-) With Ju-Pluto war beginning, chances of CA exams without any decision taken between 5-20 were very less. Study hard. It doesn't stop here. This conjunction happens in Nakshatra afflicting Western side. Gives risk of massive Covid-19 wrath in Western countries till mid-Jan 2021.",India,-,22.3511148,78.6677428
3433,PlumleyGirl,() Another casualty of Covid-19 is the fact that we have to endure the insufferable @JoeNBC announce the election instead of @maddow #IWantRachelandJoy,"New Jersey, USA",,40.0757384,-74.4041622
3434,drmaaleem,() @JoeBiden elected as 46th President of #America and @KamalaHarris become the vice president of America congratulations to both . The hero of #USAelection2020 #COVID19. COVID-19 turned the table away from @realDonaldTrump- M.A.Aleem Neurologist #Trichy #Tamilnadu #India,"Trichy,Tamil Nadu India",,10.804973,78.686904
3435,IreneSterian,(+) #digitalinclusionchallenge @lives_mac @alasdufferin Congratulations: making education more accessible for people with special needs in the time of COVID-19 social distancing.,"Toronto, Ontario",+,43.653963,-79.387207
3436,VincibleMan,(+) When you expose everyone you know to COVID-19 to own the Libs.,"California, USA",+,36.7014631,-118.7559974
3437,KRCG13,"(+) The number of confirmed COVID-19 cases in Missouri surpassed the 200,000 mark Friday, and the number of people hospitalized with the virus is fast approaching 2,000, according to state health department records.","Columbia/Jefferson City, MO",+,36.080752,-83.461696
3438,iheartlouie13,"() @sandibachom I don’t wish Covid-19 on anyone, but Karma!🤷‍♀️","New York, New York",,40.7306458,-73.9866136
3439,ToneUribe,"() I'm not going to say Matt Gaetz deserved to catch COVID-19 either. He did, but I'm not going to say it.","Tucson, Arizona, USA",,32.2218917,-110.9262353
3440,cmbtimesnews,(+) Sri Lanka’s COVID-19 : Four more deaths reported totaling to 34 #COVID19LK,Sri Lanka,+,7.878,80.7038245875
3441,HindaSings,(-) @MarkMeadows @realDonaldTrump So now you have covid-19 you people just don't learn. You are Reckless and irresponsible. We don't want Reckless and irresponsible people leading this country. This is why you have to go. You just don't have good common sense you have terrible judgment. Bye Felicia,"Chicago, IL",-,41.8755546,-87.6244212
3442,BangaloreMirror,() The Supreme Court favoured nationwide guidelines to do away with practice of affixing posters outside residences of Covid-19 patients. It sought the Centre's response on a PIL within two weeks.,"Bengaluru, India",,12.9791198,77.5912997
3443,amarilloglobe,() The @CityofAmarillo's public health department is reporting an increase of 454 cases of COVID-19 in Potter and Randall counties from Thursday in Friday's COVID-19 report card. #Coronavirus #Amarillo,"Amarillo, TX",,35.2072185,-101.8338246
3444,SPECNewsBuffalo,"(+) Erie County is reporting more than 400 new COVID-19 cases following Friday’s case report, Erie County Executive Mark Poloncarz announced Saturday.","Buffalo, NY",+,42.8867166,-78.8783922
3445,WCPO,"(+) Health care workers are most at risk of catching COVID-19 outside of their jobs, where others' failure to wear masks and distance can put them in danger.","Cincinnati, Ohio",+,39.1014537,-84.5124602
3446,MumbaiMirror,() India's largest COVID-19 hospital reeling under weight of soaring cases,"Mumbai, India",,18.9387544,72.8352382
3447,MarkReady47,"(+) @alexmaccaroon @ferrino100 @RobBrewitt @ReesMoggy @KirstieMAllsopp Yep. Here you go: “A recent Government report suggests 200,000 people might die because of delays in healthcare and the economic and social consequences of the Covid-19 lockdown.”",UK,+,54.7023545,-3.2765753
3448,LkptLibraryNY,"(+) ""Hunger Solutions New York is working to provide updates that can help schools, community organizations, and families mitigate the impact of COVID-19 (coronavirus) on the food security of low-income people.""","23 East Ave, Lockport NY 14094",+,43.1749534,-78.6747393
3449,ahmedabadmirror,() India's largest COVID-19 hospital reeling under weight of soaring cases,"Ahmedabad, Gujarat",,23.0216238,72.5797068
3450,Aurora_Inst,"(+) Want to understand how equity and culturally responsive teaching drives instruction to meet the needs of students, online and in the classroom? Join us Nov 9, 2 PM ET for our post-symposium webinar, Straight Outta COVID-19 w/ @karlaevigil @think_in_policy","Vienna, VA",+,38.9013013,-77.2651585
